CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH36,CH37,CH38,CH39,CH40,CH41,CH42,CH43,CH44,CH45,CH46,CH47,CH48,CH49,CH50,CH51,CH52,Mark
-0.08239935,-0.04392052,-0.35497993,0.23288426,-0.18697196,-0.31219053,-0.58788282,-0.5425995,-0.10074484,0.07984061,0.14614102,-0.45725042,-0.34658343,-0.31380662,-0.08911589,-0.47375047,-0.66624737,-0.38370669,-0.07742051,0.03541739,-0.0013355,-0.16658272,-0.43333939,-0.14458205,-0.285932,-0.21049581,-0.89980078,-0.548886,0.02971518,0.20072652,0.2360305,0.22350366,-0.09821149,-0.13173963,0.19065097,0.06457499,0.16981626,-0.93811142,0.07014108,0.11514618,0.24191338,0.159665,0.18756343,0.16552159,0.10445691,0.33364239,0.37496868,0.09884042,0.00287103,0.21513271,0.2979539,0.20901534,JUNK
-0.08293777,-0.04430356,-0.35313135,0.23401311,-0.18580438,-0.31404862,-0.5884006,-0.54214257,-0.10394797,0.08202189,0.14388473,-0.45802134,-0.34411076,-0.31655401,-0.09174352,-0.47401008,-0.67247653,-0.38447964,-0.07954004,0.03740194,-0.00022528,-0.17111571,-0.4345586,-0.14528257,-0.28905872,-0.21232079,-0.89885062,-0.55717528,0.02833109,0.20231999,0.23743588,0.21626973,-0.10161883,-0.13344003,0.18860528,0.06199459,0.16953716,-0.94013757,0.06876518,0.11410438,0.24275945,0.15876099,0.18150152,0.16038242,0.10229069,0.33320835,0.37373653,0.09720585,0.00009432,0.21429455,0.29768917,0.20620413,JUNK
-0.08345248,-0.04471512,-0.351302,0.23512442,-0.18465093,-0.31604484,-0.58903521,-0.5416339,-0.107193,0.0842166,0.14158843,-0.45879832,-0.3416242,-0.31931645,-0.09447186,-0.47442323,-0.67882061,-0.38542932,-0.08180321,0.03936994,0.00093644,-0.17551716,-0.43570998,-0.14600687,-0.29214936,-0.21414968,-0.89795506,-0.56567228,0.02671652,0.20393285,0.23889461,0.20927782,-0.10488303,-0.13517344,0.18651626,0.05940556,0.16915706,-0.94237667,0.06721991,0.11307345,0.24365404,0.15802974,0.17568207,0.15549389,0.09995665,0.33277947,0.3723959,0.09541716,-0.00303561,0.21338931,0.29746935,0.20357658,JUNK
-0.08395405,-0.04515383,-0.34948578,0.23623021,-0.18351249,-0.31816986,-0.58977532,-0.54105824,-0.11049522,0.08643294,0.13924348,-0.45957667,-0.33913964,-0.32207617,-0.09728598,-0.47500277,-0.68530053,-0.3865144,-0.08418486,0.04131187,0.00215338,-0.17977855,-0.43678522,-0.14673671,-0.29519123,-0.21597862,-0.89711571,-0.57435471,0.02492771,0.20558235,0.24040435,0.20253819,-0.10799091,-0.13693698,0.18440655,0.05681425,0.16870704,-0.94480914,0.06554867,0.11206755,0.24460757,0.15747461,0.17010646,0.1508465,0.09747343,0.33236516,0.37097982,0.09350049,-0.00649615,0.21243325,0.29729426,0.20114684,JUNK
-0.08445401,-0.045617,-0.3476783,0.2373378,-0.18239082,-0.32040709,-0.59060657,-0.54040086,-0.11385802,0.08868396,0.13685201,-0.46034655,-0.33667219,-0.3248055,-0.10015319,-0.47574413,-0.69191784,-0.38768518,-0.08665182,0.0432293,0.0034361,-0.18387595,-0.4377704,-0.14744651,-0.29815611,-0.21779019,-0.8963263,-0.58317816,0.02303302,0.20728825,0.24196887,0.19607963,-0.11091685,-0.13871662,0.18231046,0.05424023,0.16822763,-0.94740671,0.06380095,0.11111498,0.24563749,0.15710467,0.16478132,0.14643952,0.09487556,0.33198306,0.36952829,0.09149041,-0.01024526,0.21145287,0.29717425,0.19893287,JUNK
-0.08496457,-0.04610018,-0.34587499,0.23845217,-0.1812868,-0.32273436,-0.59151542,-0.539648,-0.11727825,0.09098122,0.13441966,-0.46109375,-0.33423558,-0.32747287,-0.10303518,-0.47663176,-0.69865638,-0.38889086,-0.08916835,0.04512921,0.00479438,-0.18777937,-0.43864965,-0.14810912,-0.3010146,-0.21956393,-0.8955754,-0.59208387,0.02110323,0.20906825,0.24359117,0.18993998,-0.11362923,-0.14049405,0.18026243,0.05170238,0.16776335,-0.95013136,0.06202086,0.1102483,0.24676327,0.15692766,0.15971199,0.14227641,0.09220092,0.33164799,0.36808237,0.0894227,-0.01423632,0.21047568,0.29712531,0.19695358,ADDITION
-0.08549777,-0.04659715,-0.34407002,0.23957895,-0.18019843,-0.32512632,-0.59248829,-0.53878635,-0.12074997,0.09333847,0.13195518,-0.46180093,-0.33184186,-0.330046,-0.10589524,-0.47763884,-0.70549154,-0.39008263,-0.09169754,0.04702555,0.00624151,-0.19145614,-0.43940592,-0.14869638,-0.30373809,-0.22127703,-0.89484674,-0.60101211,0.01920723,0.21094124,0.24527723,0.18415709,-0.11609397,-0.1422475,0.17829689,0.04922017,0.16735937,-0.95294702,0.06024602,0.10950169,0.2480074,0.1569525,0.15490474,0.13836621,0.08949184,0.33137664,0.36668423,0.08733453,-0.01841941,0.20952962,0.29716855,0.19522655,ADDITION
-0.08606274,-0.04710019,-0.34225667,0.24072735,-0.17911987,-0.32755846,-0.5935142,-0.53780025,-0.12426656,0.09576594,0.12946093,-0.46244863,-0.32949901,-0.33250394,-0.10870755,-0.47873753,-0.71239847,-0.39122388,-0.09420844,0.04893186,0.00778395,-0.19488126,-0.44002461,-0.1491881,-0.30631691,-0.22291799,-0.89412838,-0.60992098,0.01739795,0.21291848,0.24702676,0.1787588,-0.11828151,-0.14395998,0.17643358,0.0467964,0.16705251,-0.95582676,0.05849588,0.10889775,0.24938883,0.15718509,0.15036148,0.13471599,0.08678015,0.33117437,0.36536685,0.08525337,-0.02275728,0.2086309,0.29732186,0.19376376,ADDITION
-0.08666637,-0.04760046,-0.34042403,0.24191339,-0.17803942,-0.3300083,-0.59458387,-0.53667665,-0.12782475,0.09827571,0.12693588,-0.46301696,-0.32720849,-0.3348321,-0.11146119,-0.47989962,-0.71935463,-0.39228666,-0.09667584,0.05086258,0.00943029,-0.19803658,-0.44049051,-0.14956769,-0.30875367,-0.2244813,-0.89340734,-0.6187827,0.01571526,0.21501058,0.24884079,0.17376569,-0.12016654,-0.14561546,0.17468378,0.04442717,0.16687383,-0.95875168,0.05677992,0.10845011,0.25092444,0.15763128,0.146082,0.13133627,0.08409683,0.33104724,0.36415911,0.08320338,-0.02721711,0.20778985,0.29760227,0.19257456,ADDITION
-0.08731251,-0.04808929,-0.33855769,0.24315821,-0.17694104,-0.33245966,-0.59569341,-0.53540438,-0.13142802,0.10087176,0.12436492,-0.46348917,-0.32496932,-0.33703426,-0.11416717,-0.48110491,-0.72635204,-0.39326268,-0.09908648,0.05282614,0.01117869,-0.20092198,-0.4407956,-0.14983201,-0.31108013,-0.2259808,-0.89267725,-0.6276086,0.01417204,0.21721941,0.25071275,0.16917388,-0.1217353,-0.14720875,0.17303567,0.04208353,0.16683716,-0.96172476,0.05508222,0.10815304,0.25262517,0.15829016,0.14205794,0.12823018,0.08145314,0.33098418,0.3630738,0.08119261,-0.03179181,0.2069983,0.29801849,0.19165856,ADDITION
-0.08800222,-0.04855824,-0.33663952,0.24448907,-0.17580384,-0.33490276,-0.59684139,-0.53397578,-0.1350866,0.10355731,0.12172421,-0.46385205,-0.32277477,-0.33912665,-0.11685817,-0.48234272,-0.7333954,-0.39415747,-0.10143601,0.05482785,0.01302532,-0.20355052,-0.44093555,-0.14998679,-0.31334665,-0.22744267,-0.89193553,-0.63643724,0.01276136,0.21954452,0.25263497,0.16496705,-0.12298419,-0.14873996,0.17146313,0.03972406,0.16694362,-0.96475941,0.05337514,0.10798706,0.25449711,0.15916014,0.13827655,0.12540133,0.07885232,0.33096963,0.3621138,0.07922003,-0.03648622,0.20623741,0.29857385,0.19101007,ADDITION
-0.08873309,-0.04900001,-0.33464786,0.24593757,-0.17460445,-0.33733559,-0.59802777,-0.5323894,-0.1388157,0.10633179,0.11897849,-0.46409771,-0.32061407,-0.34113872,-0.11958642,-0.48361284,-0.74050587,-0.39499092,-0.10372976,0.05686774,0.01496065,-0.20594929,-0.44091091,-0.15004803,-0.31562334,-0.22890706,-0.89118594,-0.64534032,0.01145473,0.22198163,0.2545976,0.16111092,-0.123921,-0.15021585,0.16992438,0.0372923,0.16717862,-0.967884,0.0516184,0.10791875,0.25654253,0.16023706,0.13472122,0.12284965,0.07628565,0.33097926,0.36126915,0.07727297,-0.04132085,0.20547642,0.29926428,0.19061914,ADDITION
-0.08950029,-0.04940879,-0.33256093,0.24753711,-0.1733188,-0.33976391,-0.59925461,-0.53064746,-0.14263427,0.10918345,0.11607813,-0.46422544,-0.31847537,-0.34311727,-0.1224229,-0.48493087,-0.74771988,-0.39579952,-0.10598395,0.05893778,0.01696092,-0.20816346,-0.44073001,-0.15004566,-0.31800312,-0.2304319,-0.8904382,-0.65442109,0.01019907,0.22451831,0.25658402,0.1575449,-0.12456746,-0.1516536,0.16835786,0.03471184,0.16750632,-0.97113723,0.04975416,0.107898,0.25875664,0.16151017,0.13136615,0.12056611,0.07372513,0.33097249,0.36051244,0.07532263,-0.04633953,0.20466763,0.30007541,0.19046526,ADDITION
-0.09029654,-0.04978109,-0.33035514,0.24932002,-0.17192498,-0.34220138,-0.60052401,-0.5287599,-0.14656131,0.11209654,0.11296762,-0.46424246,-0.31634465,-0.34511793,-0.12544738,-0.48632529,-0.7550869,-0.3966302,-0.1082207,0.06102515,0.0189987,-0.21024568,-0.4404051,-0.15001811,-0.32058701,-0.23208228,-0.88970923,-0.66380256,0.0089263,0.22713964,0.25857848,0.15420033,-0.12495409,-0.15307404,0.16669382,0.0319011,0.16787772,-0.97457039,0.04772078,0.10786919,0.26113176,0.1629681,0.12818423,0.11854071,0.07113801,0.33090442,0.35980341,0.07333195,-0.05158953,0.20375861,0.30098745,0.19052613,ADDITION
-0.09111291,-0.05011683,-0.32801169,0.2513127,-0.17040567,-0.34466693,-0.60183489,-0.52674085,-0.15061173,0.1150478,0.10958785,-0.46416393,-0.31420928,-0.34720159,-0.12874387,-0.48783416,-0.7626608,-0.39753512,-0.11046539,0.06311227,0.02103808,-0.21225365,-0.43995342,-0.1500109,-0.3234776,-0.23392704,-0.88901991,-0.6736123,0.00755889,0.22982652,0.26056328,0.15100154,-0.12511946,-0.15450168,0.16485776,0.02877699,0.1682314,-0.97822863,0.04545569,0.10777411,0.26365736,0.16459621,0.12514555,0.11675865,0.06848391,0.33072406,0.35909256,0.07125754,-0.05712294,0.20269249,0.30197483,0.19077508,ADDITION
-0.09193959,-0.05041841,-0.32551429,0.25353208,-0.16875076,-0.34718138,-0.60318375,-0.5246098,-0.15478984,0.11801131,0.10588539,-0.46401218,-0.31205735,-0.34942481,-0.13238677,-0.48949984,-0.77049309,-0.39856461,-0.11274103,0.0651806,0.02304333,-0.21423967,-0.43939295,-0.15007009,-0.32676247,-0.23602708,-0.88839209,-0.68396753,0.00602053,0.2325598,0.26252571,0.14788131,-0.12510347,-0.15595813,0.16278286,0.02527005,0.16850187,-0.98215157,0.04290782,0.1075629,0.26632261,0.16638255,0.12222484,0.11520718,0.06572812,0.33038512,0.35832682,0.0690574,-0.06297825,0.2014199,0.30301216,0.19118653,ADDITION
-0.09276592,-0.05069096,-0.32285339,0.2559821,-0.16695893,-0.34976527,-0.60456228,-0.52238685,-0.15908657,0.12095466,0.10181432,-0.46381444,-0.30988091,-0.35183766,-0.13643147,-0.491364,-0.77862448,-0.3997637,-0.11506558,0.0672099,0.02497452,-0.21624899,-0.43874264,-0.15024114,-0.33050922,-0.23843215,-0.8878485,-0.69496316,0.00424089,0.23531745,0.26445258,0.1447773,-0.12494684,-0.15746245,0.16041267,0.02132674,0.16862287,-0.98636466,0.04003804,0.10719588,0.26911649,0.16831368,0.1193984,0.11387285,0.06283776,0.32984325,0.35745203,0.06669205,-0.06918214,0.19989844,0.30407476,0.19173506,ADDITION
-0.09358122,-0.05094247,-0.32002711,0.25865096,-0.16503942,-0.35243553,-0.60595632,-0.52010137,-0.16347466,0.12384357,0.09734353,-0.46360174,-0.30767721,-0.35447633,-0.14090635,-0.4934628,-0.7870751,-0.4011673,-0.11744824,0.06918196,0.02679323,-0.21831307,-0.43801922,-0.15056412,-0.33475459,-0.24117267,-0.88740826,-0.70665652,0.00216373,0.23807661,0.26633522,0.1416437,-0.12468582,-0.15902749,0.15770961,0.01691937,0.16853309,-0.99087256,0.0368261,0.10665096,0.27202943,0.17037791,0.11664972,0.1127432,0.05979129,0.32906413,0.35641778,0.06413054,-0.0757375,0.19810003,0.30514172,0.19239914,ADDITION
-0.09437538,-0.05118366,-0.31704485,0.26150745,-0.16301361,-0.35520387,-0.6073485,-0.51778376,-0.16790901,0.12663832,0.0924587,-0.46340716,-0.30545014,-0.35736242,-0.14580983,-0.49582255,-0.7958402,-0.40279964,-0.1198902,0.07107891,0.02845986,-0.2204473,-0.43723917,-0.15107428,-0.33950371,-0.24425866,-0.88708651,-0.7190575,-0.00025199,0.24081072,0.26816526,0.13845503,-0.12435184,-0.16066167,0.1546551,0.01204444,0.16817841,-0.99566084,0.03326716,0.1059237,0.27505144,0.17256185,0.11396828,0.11180677,0.05657499,0.32801831,0.35517719,0.06134952,-0.08262597,0.19601057,0.30619627,0.19315931,ADDITION
-0.09513938,-0.05142685,-0.31392604,0.26450232,-0.16091342,-0.35807219,-0.60871357,-0.51546234,-0.17232379,0.12930499,0.08717394,-0.46326217,-0.30320865,-0.36049238,-0.15109886,-0.49844933,-0.80488122,-0.40466267,-0.12237739,0.07288949,0.02994822,-0.2226411,-0.43641236,-0.15179023,-0.34470963,-0.24766459,-0.88689184,-0.73211241,-0.00301612,0.24349691,0.26994187,0.135217,-0.12396533,-0.16235985,0.15126605,0.00674487,0.16752511,-1.00068545,0.02938971,0.10503825,0.27817586,0.17485833,0.11135507,0.11106025,0.05319943,0.32670268,0.35370144,0.05834747,-0.08978847,0.19364206,0.30723283,0.19400492,ADDITION
-0.09586517,-0.051686,-0.31070164,0.26756856,-0.15878119,-0.36103243,-0.61002463,-0.51316506,-0.17663486,0.13180748,0.08152567,-0.46319467,-0.30096909,-0.36384183,-0.15669267,-0.50132954,-0.81412387,-0.40674269,-0.12488487,0.07460438,0.03123346,-0.22486562,-0.43554541,-0.15271975,-0.35028696,-0.25133866,-0.88682419,-0.74570733,-0.00611502,0.24610877,0.27166143,0.13195883,-0.12353791,-0.16411085,0.14758447,0.00109398,0.16655764,-1.00587666,0.02524035,0.10403779,0.28139639,0.17725906,0.1088191,0.11049991,0.04968492,0.32512495,0.35197449,0.0551365,-0.0971429,0.1910231,0.30825233,0.19493024,ADDITION
-0.0965465,-0.0519751,-0.30741155,0.27062389,-0.15666732,-0.36406544,-0.61125177,-0.51091945,-0.18074375,0.13411695,0.07557946,-0.46322647,-0.29875353,-0.36736098,-0.16247401,-0.50442499,-0.82345897,-0.40900472,-0.12737553,0.07621976,0.03230484,-0.22706874,-0.43463886,-0.15385391,-0.356105,-0.25519729,-0.88687575,-0.75966805,-0.00950378,0.24862257,0.27332523,0.12874009,-0.12306751,-0.16589259,0.14368482,-0.00479604,0.16528374,-1.0111407,0.02089199,0.10299088,0.28470749,0.17975886,0.10638212,0.11012966,0.0460718,0.32331488,0.34999937,0.05174953,-0.10457242,0.18820581,0.30926621,0.19593707,ADDITION
-0.09717924,-0.05230888,-0.30410597,0.27357304,-0.15462905,-0.36714175,-0.61236578,-0.50875002,-0.18454367,0.13620597,0.06942238,-0.4633728,-0.29659,-0.3709819,-0.16829406,-0.50767589,-0.83274633,-0.41139981,-0.12980653,0.07773241,0.03315661,-0.22918198,-0.43368918,-0.15517201,-0.36200133,-0.25913391,-0.88703066,-0.77376693,-0.01311592,0.25101238,0.27492994,0.12563834,-0.1225438,-0.16767848,0.13966341,-0.01078708,0.16372998,-1.01636696,0.01643088,0.10197974,0.28810152,0.18235075,0.10407245,0.10995331,0.04240824,0.32131457,0.34779328,0.04823308,-0.11194196,0.18525571,0.31029201,0.19703194,ADDITION
-0.09775855,-0.05269768,-0.30083749,0.27631676,-0.15272465,-0.37022242,-0.61333877,-0.5066728,-0.18792537,0.13805442,0.06316832,-0.46363932,-0.29450342,-0.37461793,-0.17398091,-0.51100105,-0.84181654,-0.41386402,-0.13212813,0.07914616,0.0337966,-0.23111588,-0.43268639,-0.15663677,-0.36778507,-0.26301911,-0.88726377,-0.78773236,-0.01686173,0.25325546,0.27647042,0.12275963,-0.12194189,-0.16942783,0.13563801,-0.01671222,0.16194662,-1.02142584,0.01195947,0.10110691,0.2915695,0.18503106,0.10192389,0.10997835,0.0387591,0.31918672,0.34539452,0.0446522,-0.11909722,0.18225481,0.31135333,0.19822322,ADDITION
-0.09828256,-0.05315199,-0.29766104,0.27875653,-0.15101092,-0.37326163,-0.61414778,-0.50470233,-0.19078322,0.13964891,0.05694391,-0.46402192,-0.2925235,-0.37817565,-0.17935623,-0.51430368,-0.8504858,-0.41632688,-0.13429081,0.08046289,0.03423985,-0.23278062,-0.4316189,-0.15820241,-0.3732537,-0.26671448,-0.88754547,-0.80126518,-0.02063899,0.25532869,0.27793938,0.12021321,-0.12123459,-0.17110159,0.13173698,-0.02239493,0.15999958,-1.02618504,0.00758312,0.10047374,0.29509717,0.18779515,0.09997635,0.11021306,0.03519203,0.31700298,0.34285289,0.04108058,-0.12588076,0.179289,0.31247771,0.19952449,ADDITION
-0.09875058,-0.05367897,-0.29463226,0.28079951,-0.14953859,-0.37620971,-0.61477613,-0.50284326,-0.19302213,0.14098273,0.05087978,-0.46450773,-0.29068059,-0.38155362,-0.1842401,-0.51747674,-0.85856277,-0.41871408,-0.1362491,0.08168031,0.03450755,-0.2340851,-0.43047136,-0.15981671,-0.3782033,-0.27007979,-0.88784111,-0.81405896,-0.02433829,0.25720915,0.27932391,0.11810594,-0.12038943,-0.17266415,0.12809367,-0.02765808,0.15796675,-1.03051257,0.00340647,0.1001748,0.29866755,0.19063695,0.09827215,0.11066811,0.03176985,0.31484193,0.34022915,0.03759727,-0.13214232,0.17644267,0.31369269,0.2009508,ADDITION
-0.09916399,-0.05428415,-0.29180527,0.28236282,-0.14835125,-0.37901723,-0.61521637,-0.50109863,-0.19456814,0.14205503,0.04510771,-0.46507636,-0.28900477,-0.38465565,-0.1884665,-0.52040881,-0.86586231,-0.42095393,-0.13796823,0.08279182,0.03462568,-0.23494728,-0.42923149,-0.16142417,-0.38244244,-0.27298161,-0.88811612,-0.82581878,-0.02785314,0.25887379,0.2806024,0.11654039,-0.11937416,-0.17408495,0.12483519,-0.03233352,0.15593109,-1.03428876,-0.00047498,0.10029364,0.3022567,0.19354808,0.0968517,0.11134837,0.02854802,0.31278282,0.33758792,0.03428033,-0.13774601,0.17379393,0.31502196,0.2025172,ADDITION
-0.09952527,-0.05496944,-0.28922686,0.28338054,-0.14748144,-0.3816382,-0.61547112,-0.49946836,-0.19537601,0.1428683,0.03975105,-0.46570057,-0.287521,-0.38739628,-0.19189654,-0.52299494,-0.87221617,-0.42298326,-0.13942692,0.08378698,0.03461935,-0.23529802,-0.4278886,-0.16297114,-0.38580891,-0.27530596,-0.88833565,-0.83627892,-0.03108867,0.26030144,0.28174636,0.11559791,-0.11816017,-0.17533885,0.12207155,-0.03627746,0.1539738,-1.03741086,-0.00398423,0.10089729,0.30583411,0.19651873,0.09574904,0.11225466,0.02556823,0.31089723,0.33499274,0.03119978,-0.14258954,0.17140615,0.31648216,0.20423363,ADDITION
-0.09983777,-0.05573408,-0.2869356,0.2838068,-0.14695035,-0.38403326,-0.61555248,-0.49794507,-0.19542971,0.14342692,0.03491725,-0.46634844,-0.28624916,-0.38970664,-0.19442546,-0.52514124,-0.87748462,-0.42475149,-0.14062102,0.08464888,0.03451095,-0.23508807,-0.42643586,-0.16441013,-0.38817847,-0.27696443,-0.88846892,-0.84522176,-0.03396837,0.26147225,0.28272045,0.11534184,-0.11672433,-0.17640896,0.11988933,-0.03937822,0.15216899,-1.03980303,-0.00706632,0.10202973,0.30936351,0.19953519,0.09498948,0.11338209,0.02285557,0.30924541,0.33250096,0.02841322,-0.14660597,0.16932483,0.31808048,0.20610534,ADDITION
-0.1001061,-0.05657361,-0.28495756,0.28362119,-0.14676455,-0.38617349,-0.61548525,-0.49651933,-0.19474714,0.14373684,0.03069152,-0.46698681,-0.28520203,-0.39154115,-0.19599666,-0.526775,-0.88156706,-0.42622659,-0.14156534,0.08535367,0.03431692,-0.23429129,-0.42487162,-0.16570474,-0.38947839,-0.27790457,-0.88849145,-0.85249329,-0.03644174,0.26236758,0.28348276,0.11580595,-0.11505116,-0.17728877,0.11834168,-0.04156876,0.15057425,-1.04142129,-0.00969585,0.10370442,0.31280282,0.20258184,0.09458718,0.11471955,0.02041383,0.307868,0.33015689,0.02595921,-0.14977384,0.1675718,0.31981257,0.20813163,ADDITION
-0.10033443,-0.05747987,-0.28330523,0.28283006,-0.14691533,-0.38804051,-0.61529911,-0.49518228,-0.19337834,0.14380839,0.02713358,-0.46758097,-0.28438374,-0.39287671,-0.19659884,-0.52784616,-0.88440704,-0.42739195,-0.14228962,0.08587435,0.03405124,-0.23290244,-0.42319757,-0.1668274,-0.38968453,-0.27810764,-0.88838387,-0.85801017,-0.03848227,0.26297635,0.28399178,0.11699185,-0.11313175,-0.17797811,0.11745142,-0.04282258,0.14923359,-1.04225123,-0.01187013,0.10590993,0.31610951,0.20564245,0.09454695,0.11625435,0.01823142,0.30679172,0.32799575,0.02386099,-0.1521121,0.16614956,0.32166451,0.21030749,ADDITION
-0.1005277,-0.05844226,-0.28197613,0.28146467,-0.14738052,-0.38963008,-0.61503232,-0.49392247,-0.19140401,0.14364651,0.02426835,-0.46810004,-0.28379208,-0.39372143,-0.19627215,-0.52833778,-0.88599879,-0.42825654,-0.14284432,0.08617578,0.03371258,-0.23094648,-0.4214237,-0.16776921,-0.38883728,-0.27760026,-0.88813627,-0.8617686,-0.04010141,0.26328856,0.28420079,0.11886539,-0.11097042,-0.17849189,0.11719754,-0.04317144,0.14816423,-1.04231668,-0.01362284,0.10860142,0.31923798,0.20869644,0.09485841,0.11796268,0.01626925,0.30601111,0.32602939,0.022113,-0.15369496,0.16503164,0.3236087,0.21261954,ADDITION
-0.10069101,-0.05944882,-0.28095734,0.27957851,-0.14812684,-0.39095166,-0.61472809,-0.49272728,-0.18892714,0.14325525,0.0220883,-0.46851832,-0.28341857,-0.39410877,-0.19510511,-0.52826446,-0.88638467,-0.42884892,-0.14329182,0.08622044,0.03329227,-0.22847153,-0.41956618,-0.1685369,-0.38703096,-0.27644759,-0.8877455,-0.86383986,-0.04133985,0.26329914,0.28406554,0.12136395,-0.10858142,-0.17885363,0.11752333,-0.04269461,0.14735791,-1.04166746,-0.01501419,0.11170783,0.32214341,0.2117231,0.09549902,0.11981899,0.01447234,0.30549771,0.32424879,0.02068744,-0.15463653,0.16417015,0.32560819,0.21505049,ADDITION
-0.1008302,-0.06048594,-0.2802223,0.27724573,-0.14911121,-0.39202827,-0.61443329,-0.4915888,-0.1860701,0.14263515,0.02055185,-0.46881768,-0.28324997,-0.39409932,-0.19322695,-0.52767396,-0.88565183,-0.4292179,-0.1437051,0.08596874,0.03276887,-0.22554839,-0.41764742,-0.16915357,-0.3844116,-0.27475169,-0.88721818,-0.86436474,-0.04226832,0.26300529,0.28354317,0.1243947,-0.10598926,-0.17909653,0.11833622,-0.04151873,0.14678134,-1.04038441,-0.01613147,0.11513282,0.32478312,0.21470013,0.09643453,0.12179115,0.01276922,0.30519596,0.32262307,0.01953303,-0.15509154,0.16349678,0.32761693,0.21757685,ADDITION
-0.10094985,-0.06153923,-0.27973488,0.2745572,-0.15028201,-0.39289245,-0.61419034,-0.49049532,-0.18296371,0.14178906,0.01959267,-0.46898666,-0.28326556,-0.39376938,-0.1907915,-0.5266394,-0.88392442,-0.42942244,-0.14415805,0.08538585,0.03211916,-0.22226076,-0.41569123,-0.1696517,-0.38115728,-0.27263707,-0.88656628,-0.86353248,-0.04297415,0.26241344,0.28260362,0.1278486,-0.1032239,-0.17925546,0.11952286,-0.03979782,0.1463853,-1.03856587,-0.01707181,0.11876728,0.32712221,0.21760711,0.09762362,0.12384968,0.01108672,0.30503857,0.3211107,0.01858681,-0.15523329,0.16293548,0.32958677,0.22017561,ADDITION
-0.1010539,-0.06259384,-0.27944908,0.2716147,-0.15158394,-0.39358559,-0.61403841,-0.48944205,-0.17974171,0.14071743,0.01912051,-0.46902236,-0.28344205,-0.39321253,-0.18797821,-0.52525944,-0.88135719,-0.42953378,-0.14472365,0.08444132,0.03131301,-0.21870366,-0.41372615,-0.1700761,-0.3774786,-0.2702516,-0.88580984,-0.86157948,-0.04356248,0.26153398,0.28122485,0.1316025,-0.10032286,-0.17936985,0.1209477,-0.03771561,0.14609958,-1.0363239,-0.01794684,0.12249044,0.32913384,0.22042461,0.09901813,0.12596236,0.00934762,0.30493864,0.31965491,0.01777084,-0.15525186,0.16240194,0.33146748,0.22282095,ADDITION
-0.10114484,-0.06363507,-0.27931511,0.26852581,-0.15296024,-0.39415383,-0.61401021,-0.48842588,-0.17653234,0.13942038,0.01902706,-0.4689292,-0.28375328,-0.39252856,-0.18497412,-0.52364939,-0.87812752,-0.42962784,-0.14546752,0.08311215,0.03031608,-0.21497774,-0.4117808,-0.17047814,-0.37360206,-0.26775447,-0.88497204,-0.85877031,-0.04414645,0.26038235,0.2793968,0.13552405,-0.09732577,-0.17948002,0.12246317,-0.03547452,0.14584145,-1.03378212,-0.01887309,0.12617752,0.33080047,0.22313465,0.10056388,0.12809657,0.00747672,0.30479637,0.31818634,0.01699902,-0.15534523,0.16181104,0.33321097,0.22548781,ADDITION
-0.10122312,-0.06464779,-0.27927935,0.2653994,-0.15435331,-0.39464295,-0.61412781,-0.48744184,-0.17344616,0.13790712,0.01920002,-0.46871698,-0.28416872,-0.39181203,-0.18195722,-0.52192914,-0.87441975,-0.42977452,-0.14643772,0.08139045,0.02910471,-0.21117565,-0.4098787,-0.1709047,-0.36974424,-0.26529565,-0.88407654,-0.85537189,-0.04483036,0.25898492,0.27712974,0.13949354,-0.09427135,-0.1796174,0.12393036,-0.03326583,0.14553323,-1.03106058,-0.01995108,0.12971476,0.33211914,0.22572696,0.10221133,0.13022971,0.00542138,0.30452132,0.31664214,0.0161934,-0.15568896,0.16109303,0.33477905,0.22815733,ADDITION
-0.1012878,-0.06561787,-0.27928922,0.26233843,-0.15571038,-0.39509779,-0.61440331,-0.48648748,-0.17057545,0.13618377,0.0195209,-0.4684017,-0.28465995,-0.39115846,-0.17909597,-0.52022278,-0.87041831,-0.43004307,-0.14766797,0.0792772,0.02765256,-0.20738843,-0.40804499,-0.17140609,-0.36611906,-0.26302254,-0.88314921,-0.85165018,-0.04571616,0.25736725,0.27444339,0.14338975,-0.09119931,-0.17981391,0.12521049,-0.03128119,0.14509261,-1.02827382,-0.0212793,0.13299389,0.33309591,0.22819009,0.10390795,0.13233599,0.00313607,0.30401605,0.31495613,0.01527542,-0.15644726,0.16018456,0.33613887,0.23081097,ADDITION
